"","NOM_ENT","NOM_MUN","NOM_LOC","ALTITUD","POBTOT","lon_dd","lat_dd","CVE_EDO","CVE_MUN","CVE_LOC","COV_","COV_ID"
"85336","Nuevo Le,"Sabinas Hidalgo","EL MURMULLO (DOMINGO ALEGRE)","0321",1,-100.1925,26.7427777778,"19","044","0054",85337,85336
"85337","Nuevo Le,"Sabinas Hidalgo","SANTA LUC,"0313",10,-100.169166667,26.5433333333,"19","044","0070",85338,85337
"85338","Nuevo Le,"Sabinas Hidalgo","LAS ANACUAS","0249",4,-100.030555556,26.5080555556,"19","044","0107",85339,85338
"85339","Nuevo Le,"Sabinas Hidalgo","SAN PABLO","0278",2,-100.114444444,26.4983333333,"19","044","0108",85340,85339
"85340","Nuevo Le,"Sabinas Hidalgo","EL PROGRESO (EL ENCINAL)","0268",2,-99.9633333333,26.3736111111,"19","044","0129",85341,85340
"85341","Nuevo Le,"Sabinas Hidalgo","RANCHO VIEJO","0270",1,-99.9794444444,26.3647222222,"19","044","0130",85342,85341
"85342","Nuevo Le,"Sabinas Hidalgo","JUAN JOS,"0320",6,-100.063333333,26.345,"19","044","0133",85343,85342
"85343","Nuevo Le,"Sabinas Hidalgo","SANTA CLARA","0393",2,-100.119722222,26.3538888889,"19","044","0135",85344,85343
"85344","Nuevo Le,"Sabinas Hidalgo","LOS LAND,"0260",3,-100.072222222,26.5022222222,"19","044","0152",85345,85344
"85345","Nuevo Le,"Sabinas Hidalgo","MARIO ANCIRA (SABINAS) [GRANJA]","0279",16,-100.1375,26.4908333333,"19","044","0156",85346,85345
"85346","Nuevo Le,"Sabinas Hidalgo","LA ENRAMADA","0290",9,-100.145555556,26.5002777778,"19","044","0192",85347,85346
"85347","Nuevo Le,"Sabinas Hidalgo","ELOY VILLARREAL","0250",1,-100.041666667,26.4886111111,"19","044","0194",85348,85347
"85348","Nuevo Le,"Sabinas Hidalgo","LOS LIRIOS","0403",1,-100.115555556,26.3461111111,"19","044","0197",85349,85348
"85349","Nuevo Le,"Sabinas Hidalgo","EL GRANJENO","0338",6,-100.104166667,26.3769444444,"19","044","0212",85350,85349
"85350","Nuevo Le,"Sabinas Hidalgo","SANTA CRUZ","0250",6,-100.052777778,26.4983333333,"19","044","0215",85351,85350
"85351","Nuevo Le,"Sabinas Hidalgo","SANTA MARGARITA","0326",2,-100.228888889,26.8297222222,"19","044","0216",85352,85351
"85352","Nuevo Le,"Sabinas Hidalgo","EL ENCINO GACHO (EL ENCINO)","0277",4,-100.1175,26.4716666667,"19","044","0239",85353,85352
"85353","Nuevo Le,"Sabinas Hidalgo","EL FAIS,"0260",5,-100.069722222,26.4980555556,"19","044","0243",85354,85353
"85354","Nuevo Le,"Sabinas Hidalgo","LOS JABONCILLOS","0270",3,-100.076388889,26.6063888889,"19","044","0248",85355,85354
"85355","Nuevo Le,"Sabinas Hidalgo","KIL,"0279",2,-100.123888889,26.4836111111,"19","044","0254",85356,85355
"85356","Nuevo Le,"Sabinas Hidalgo","LUIS RODR,"0250",10,-100.040277778,26.4933333333,"19","044","0257",85357,85356
"85357","Nuevo Le,"Sabinas Hidalgo","LOS MORTON","0280",10,-100.139444444,26.4922222222,"19","044","0258",85358,85357
"85358","Nuevo Le,"Sabinas Hidalgo","LOS OLMOS","0294",1,-100.0975,26.4116666667,"19","044","0262",85359,85358
"85359","Nuevo Le,"Sabinas Hidalgo","LAS PACHANGAS","0280",17,-100.129444444,26.4852777778,"19","044","0263",85360,85359
"85360","Nuevo Le,"Sabinas Hidalgo","SANTA IRENE","0287",3,-100.146111111,26.4925,"19","044","0267",85361,85360
"85361","Nuevo Le,"Sabinas Hidalgo","LOS PINOS","0293",2,-100.012777778,26.3461111111,"19","044","0270",85362,85361
"85362","Nuevo Le,"Sabinas Hidalgo","EL PIRUL","0373",2,-100.096944444,26.3322222222,"19","044","0271",85363,85362
"85363","Nuevo Le,"Sabinas Hidalgo","EL RANCHITO","0280",1,-100.118055556,26.5855555556,"19","044","0273",85364,85363
"85364","Nuevo Le,"Sabinas Hidalgo","SAN GERARDO","0280",28,-100.135277778,26.4863888889,"19","044","0278",85365,85364
"85365","Nuevo Le,"Sabinas Hidalgo","SAN JOS,"0270",12,-100.1025,26.4825,"19","044","0280",85366,85365
"85366","Nuevo Le,"Sabinas Hidalgo","EL VEINTID,"0270",1,-100.078333333,26.5838888889,"19","044","0305",85367,85366
"85367","Nuevo Le,"Sabinas Hidalgo","CONSTITUCI,"0278",164,-100.119722222,26.4761111111,"19","044","0309",85368,85367
"85368","Nuevo Le,"Sabinas Hidalgo","V,"0280",11,-100.126944444,26.4844444444,"19","044","0313",85369,85368
"85369","Nuevo Le,"Sabinas Hidalgo","ELOY VILLARREAL","0261",3,-100.085833333,26.49,"19","044","0318",85370,85369
"85370","Nuevo Le,"Sabinas Hidalgo","LAS COMAS","0250",2,-100.048055556,26.5141666667,"19","044","0325",85371,85370
"85371","Nuevo Le,"Sabinas Hidalgo","LAS CUATRO MILPAS","0271",5,-100.109722222,26.48,"19","044","0326",85372,85371
"85372","Nuevo Le,"Sabinas Hidalgo","JES,"0252",1,-100.061111111,26.5,"19","044","0327",85373,85372
"85373","Nuevo Le,"Sabinas Hidalgo","MANUEL ANCIRA","0270",1,-100.117777778,26.5561111111,"19","044","0328",85374,85373
"85374","Nuevo Le,"Sabinas Hidalgo","SAN JAVIER","0277",4,-100.114166667,26.4952777778,"19","044","0329",85375,85374
"85375","Nuevo Le,"Sabinas Hidalgo","NINGUNO","0275",4,-100.111388889,26.4961111111,"19","044","0331",85376,85375
"85376","Nuevo Le,"Sabinas Hidalgo","EL RANCHITO","0279",3,-100.123333333,26.4802777778,"19","044","0332",85377,85376
"85377","Nuevo Le,"Sabinas Hidalgo","SANTA CRUZ","0252",2,-100.056388889,26.4958333333,"19","044","0333",85378,85377
"85378","Nuevo Le,"Sabinas Hidalgo","SANTA ELENA","0276",3,-100.117777778,26.4808333333,"19","044","0334",85379,85378
"85379","Nuevo Le,"Sabinas Hidalgo","EL TEPEYAC","0290",11,-100.146666667,26.4997222222,"19","044","0335",85380,85379
"85380","Nuevo Le,"Sabinas Hidalgo","LOS TRES AMIGOS","0279",4,-100.138611111,26.4869444444,"19","044","0336",85381,85380
"85381","Nuevo Le,"Sabinas Hidalgo","RANCHO ESCONDIDO","0280",5,-100.111388889,26.5908333333,"19","044","0340",85382,85381
"85382","Nuevo Le,"Sabinas Hidalgo","ROGELIO ESCAMILLA","0290",3,-100.141944444,26.5086111111,"19","044","0345",85383,85382
"85383","Nuevo Le,"Sabinas Hidalgo","RANCHO GRANDE","0249",1,-100.039444444,26.5108333333,"19","044","0346",85384,85383
"85384","Nuevo Le,"Sabinas Hidalgo","EL PARA,"0283",2,-100.134444444,26.4691666667,"19","044","0348",85385,85384
"85385","Nuevo Le,"Sabinas Hidalgo","LA COMA","0282",2,-100.141111111,26.4788888889,"19","044","0350",85386,85385
"85386","Nuevo Le,"Sabinas Hidalgo","LOMA LARGA","0319",7,-100.156666667,26.4436111111,"19","044","0351",85387,85386
"85387","Nuevo Le,"Sabinas Hidalgo","SAYBI","0356",3,-100.086388889,26.3336111111,"19","044","0354",85388,85387
"85388","Nuevo Le,"Sabinas Hidalgo","MARIANO ESCOBEDO","0320",1,-99.9483333333,26.3294444444,"19","044","0359",85389,85388
"85389","Nuevo Le,"Sabinas Hidalgo","EL CAPRICHO","0269",3,-99.93,26.3697222222,"19","044","0360",85390,85389
"85390","Nuevo Le,"Sabinas Hidalgo","EL BASURERO","0322",8,-100.186111111,26.4727777778,"19","044","0369",85391,85390
"85391","Nuevo Le,"Sabinas Hidalgo","LAS LOMAS","0300",4,-100.048055556,26.3522222222,"19","044","0376",85392,85391
"85392","Nuevo Le,"Sabinas Hidalgo","CHAVANA [TRITURADOS Y FLETES]","0399",4,-100.126388889,26.3702777778,"19","044","0378",85393,85392
"85393","Nuevo Le,"Sabinas Hidalgo","EL PARA,"0280",3,-100.139722222,26.4902777778,"19","044","0379",85394,85393
"85394","Nuevo Le,"Sabinas Hidalgo","JACOBO SALINAS HERN,"0274",2,-100.125277778,26.5502777778,"19","044","0384",85395,85394
"85395","Nuevo Le,"Sabinas Hidalgo","ZACATECAS","0270",1,-100.096666667,26.5641666667,"19","044","0395",85396,85395
"85396","Nuevo Le,"Sabinas Hidalgo","LOS RANGELES","0283",3,-100.132777778,26.5108333333,"19","044","0400",85397,85396
"85397","Nuevo Le,"Sabinas Hidalgo","CHARCO DEL LOBO","0319",5,-100.209722222,26.4930555556,"19","044","0406",85398,85397
"85398","Nuevo Le,"Sabinas Hidalgo","ORALDA [GRANJA]","0260",3,-100.07,26.4847222222,"19","044","0408",85399,85398
"85399","Nuevo Le,"Sabinas Hidalgo","H,"0288",2,-100.140277778,26.5038888889,"19","044","0409",85400,85399
"85400","Nuevo Le,"Sabinas Hidalgo","LAS FLORES","0335",1,-100.203333333,26.5211111111,"19","044","0412",85401,85400
"85401","Nuevo Le,"Sabinas Hidalgo","DON TIRZO","0319",2,-100.173888889,26.5455555556,"19","044","0413",85402,85401
"85402","Nuevo Le,"Sabinas Hidalgo","LAS GARZAS","0263",1,-100.046666667,26.4294444444,"19","044","0414",85403,85402
"85403","Nuevo Le,"Sabinas Hidalgo","HACIENDA SAN JUAN","0296",3,-100.167777778,26.4830555556,"19","044","0415",85404,85403
"85404","Nuevo Le,"Sabinas Hidalgo","LA ROSITA","0296",28,-100.169444444,26.4911111111,"19","044","0416",85405,85404
"85405","Nuevo Le,"Sabinas Hidalgo","LAS COMPUERTAS (ARTURO ANCIRA)","0295",22,-100.1625,26.5044444444,"19","044","0418",85406,85405
"85406","Nuevo Le,"Sabinas Hidalgo","LOS CORRALES DE LUIS GONZ,"0300",26,-100.1675,26.5025,"19","044","0419",85407,85406
"85407","Nuevo Le,"Sabinas Hidalgo","ORIENTE [ZONA INDUSTRIAL]","0295",18,-100.164444444,26.4983333333,"19","044","0420",85408,85407
"85408","Nuevo Le,"Sabinas Hidalgo","QUINTA GM","0324",9,-100.1975,26.4858333333,"19","044","0421",85409,85408
"85409","Nuevo Le,"Sabinas Hidalgo","LOS SERNA","0311",2,-100.195833333,26.4930555556,"19","044","0423",85410,85409
"85410","Nuevo Le,"Sabinas Hidalgo","GRACIANO BORTONI","0283",141,-100.143333333,26.4858333333,"19","044","0424",85411,85410
"85411","Nuevo Le,"Sabinas Hidalgo","EL ESTABLO (TOM,"0327",4,-100.215277778,26.4972222222,"19","044","0427",85412,85411
"85412","Nuevo Le,"Sabinas Hidalgo","VALLE ESCONDIDO (COLONIA LOZANO)","0317",31,-100.199444444,26.4894444444,"19","044","0428",85413,85412
"85413","Nuevo Le,"Sabinas Hidalgo","LOS ARCOS [ZONA DE TOLERANCIA]","0289",1,-100.150277778,26.5316666667,"19","044","0433",85414,85413
"85414","Nuevo Le,"Sabinas Hidalgo","SAN JUANITA","0304",6,-100.165,26.5375,"19","044","0434",85415,85414
"85415","Nuevo Le,"Sabinas Hidalgo","ANCIRA [EMPACADORA DE CARNES]","0288",9,-100.148333333,26.5361111111,"19","044","0435",85416,85415
"85416","Nuevo Le,"Sabinas Hidalgo","JL","0290",1,-100.006666667,26.3480555556,"19","044","0438",85417,85416
"85417","Nuevo Le,"Sabinas Hidalgo","JES,"0282",2,-99.96,26.3555555556,"19","044","0441",85418,85417
"85418","Nuevo Le,"Sabinas Hidalgo","EL REFUGIO","0283",9,-100.133888889,26.5002777778,"19","044","0442",85419,85418
"85419","Nuevo Le,"Salinas Victoria","SALINAS VICTORIA","0436",8979,-100.291944444,25.9627777778,"19","045","0001",85420,85419
"85420","Nuevo Le,"Salinas Victoria","EL ANC,"0430",26,-100.291666667,25.9558333333,"19","045","0004",85421,85420
"85421","Nuevo Le,"Salinas Victoria","QUINCE DE DICIEMBRE (LA VIDRIERA)","0450",14,-100.291111111,26.0041666667,"19","045","0006",85422,85421
"85422","Nuevo Le,"Salinas Victoria","LA BARROSA","0615",4,-100.073888889,26.1527777778,"19","045","0007",85423,85422
"85423","Nuevo Le,"Salinas Victoria","EL CANELO","0495",5,-100.366944444,26.0841666667,"19","045","0010",85424,85423
"85424","Nuevo Le,"Salinas Victoria","LAS CARRETAS","0450",4,-100.301388889,26.0383333333,"19","045","0013",85425,85424
"85425","Nuevo Le,"Salinas Victoria","CASA DE PIEDRA","0473",1,-100.334166667,26.0683333333,"19","045","0014",85426,85425
"85426","Nuevo Le,"Salinas Victoria","LAS CODORNICES","0517",4,-100.1625,26.1197222222,"19","045","0018",85427,85426
"85427","Nuevo Le,"Salinas Victoria","EL COLMENAR (LOS QUIROGA)","0500",4,-100.382222222,26.3472222222,"19","045","0019",85428,85427
"85428","Nuevo Le,"Salinas Victoria","CUATRO EMILIOS (LA CONCEPCI,"0553",4,-100.453888889,26.1475,"19","045","0021",85429,85428
"85429","Nuevo Le,"Salinas Victoria","LAS DELICIAS","0500",1,-100.373888889,26.0925,"19","045","0023",85430,85429
"85430","Nuevo Le,"Salinas Victoria","LA FLORE,"0480",6,-100.231111111,26.1180555556,"19","045","0028",85431,85430
"85431","Nuevo Le,"Salinas Victoria","GOMAS Y MENDIOLA (RANCHO DE GOMAS)","0571",33,-100.467777778,26.1697222222,"19","045","0031",85432,85431
"85432","Nuevo Le,"Salinas Victoria","GUADALUPE","0579",4,-100.483333333,26.1780555556,"19","045","0033",85433,85432
"85433","Nuevo Le,"Salinas Victoria","OJAS,"0537",148,-100.334722222,26.1302777778,"19","045","0035",85434,85433
"85434","Nuevo Le,"Salinas Victoria","U,"0600",34,-100.236944444,26.2069444444,"19","045","0039",85435,85434
"85435","Nuevo Le,"Salinas Victoria","EL MAGUEY","0520",1,-100.373611111,26.3266666667,"19","045","0041",85436,85435
"85436","Nuevo Le,"Salinas Victoria","MAMULIQUE [ESTACI,"0561",9,-100.3275,26.1375,"19","045","0042",85437,85436
"85437","Nuevo Le,"Salinas Victoria","MAMULIQUE","0480",542,-100.2275,26.1183333333,"19","045","0043",85438,85437
"85438","Nuevo Le,"Salinas Victoria","EL MEZQUITAL (SAN JUAN DEL MEZQUITAL)","0496",1,-100.358611111,26.1013888889,"19","045","0044",85439,85438
"85439","Nuevo Le,"Salinas Victoria","EL MILAGRO","0430",10,-100.273611111,25.9730555556,"19","045","0045",85440,85439
"85440","Nuevo Le,"Salinas Victoria","MONTELONGO","0647",4,-100.033055556,26.2280555556,"19","045","0048",85441,85440
"85441","Nuevo Le,"Salinas Victoria","LOS MORALES","0460",764,-100.315,26.0452777778,"19","045","0049",85442,85441
"85442","Nuevo Le,"Salinas Victoria","EL OR,"0697",6,-100.024444444,26.1836111111,"19","045","0055",85443,85442
"85443","Nuevo Le,"Salinas Victoria","PALO BLANCO","0560",5,-100.366666667,26.2638888889,"19","045","0059",85444,85443
"85444","Nuevo Le,"Salinas Victoria","SAN MANUEL","0540",6,-100.37,26.2808333333,"19","045","0060",85445,85444
"85445","Nuevo Le,"Salinas Victoria","LA PALOMA","0480",2,-100.141666667,26.0269444444,"19","045","0061",85446,85445
"85446","Nuevo Le,"Salinas Victoria","EL PEDERNAL","0377",1,-100.084166667,26.2822222222,"19","045","0063",85447,85446
"85447","Nuevo Le,"Salinas Victoria","PE,"0552",5,-100.450277778,26.1536111111,"19","045","0064",85448,85447
"85448","Nuevo Le,"Salinas Victoria","PICACHOS DE LOS ABUELOS","0732",2,-99.9952777778,26.2,"19","045","0066",85449,85448
"85449","Nuevo Le,"Salinas Victoria","LOS POZOS","0504",4,-100.121111111,26.0644444444,"19","045","0067",85450,85449
"85450","Nuevo Le,"Salinas Victoria","EL PUERTO","0636",4,-100.361388889,26.1994444444,"19","045","0068",85451,85450
"85451","Nuevo Le,"Salinas Victoria","PUERTO GRANDE","0473",3,-100.306666667,26.0030555556,"19","045","0069",85452,85451
"85452","Nuevo Le,"Salinas Victoria","LA PUR,"0530",2,-100.426944444,26.1227777778,"19","045","0070",85453,85452
"85453","Nuevo Le,"Salinas Victoria","LOS QUIROGA","0537",1,-100.434444444,26.1272222222,"19","045","0071",85454,85453
"85454","Nuevo Le,"Salinas Victoria","DOCTOR RAM,"0420",4,-100.091944444,26.2372222222,"19","045","0073",85455,85454
"85455","Nuevo Le,"Salinas Victoria","RANCHO NUEVO","0500",92,-100.362777778,26.1163888889,"19","045","0074",85456,85455
"85456","Nuevo Le,"Salinas Victoria","EL REFUGIO","0494",13,-100.322777778,26.09,"19","045","0076",85457,85456
"85457","Nuevo Le,"Salinas Victoria","EL ROBLE","0602",3,-100.512222222,26.1961111111,"19","045","0079",85458,85457
"85458","Nuevo Le,"Salinas Victoria","SALSIPUEDES","0405",3,-100.084166667,26.2541666667,"19","045","0081",85459,85458
"85459","Nuevo Le,"Salinas Victoria","SAN ANTONIO","0519",7,-100.412777778,26.1155555556,"19","045","0083",85460,85459
"85460","Nuevo Le,"Salinas Victoria","SAN BENITO (SANTA ELENA)","0537",10,-100.256111111,26.1722222222,"19","045","0085",85461,85460
"85461","Nuevo Le,"Salinas Victoria","SAN IGNACIO","0424",2,-100.2725,25.9705555556,"19","045","0089",85462,85461
"85462","Nuevo Le,"Salinas Victoria","RANCHO VIEJO","0466",3,-100.273611111,26.075,"19","045","0090",85463,85462
"85463","Nuevo Le,"Salinas Victoria","UNI,"0440",416,-100.280555556,25.9916666667,"19","045","0093",85464,85463
"85464","Nuevo Le,"Salinas Victoria","SAN JUAN DE GUADALUPE","0599",1,-100.501666667,26.1913888889,"19","045","0095",85465,85464
"85465","Nuevo Le,"Salinas Victoria","SAN JUAN PESQUERINE,"0540",15,-100.433888889,26.1416666667,"19","045","0096",85466,85465
"85466","Nuevo Le,"Salinas Victoria","SAN RAM,"0480",20,-100.350555556,26.0783333333,"19","045","0100",85467,85466
"85467","Nuevo Le,"Salinas Victoria","SAN ROBERTO","0609",1,-100.518333333,26.2019444444,"19","045","0101",85468,85467
"85468","Nuevo Le,"Salinas Victoria","SAN JOS,"0461",1,-100.327777778,25.9197222222,"19","045","0102",85469,85468
"85469","Nuevo Le,"Salinas Victoria","SANTA ELENA","0528",3,-100.169444444,26.1063888889,"19","045","0103",85470,85469
"85470","Nuevo Le,"Salinas Victoria","SANTA MARTHA","0435",2,-100.251944444,25.9225,"19","045","0105",85471,85470
"85471","Nuevo Le,"Salinas Victoria","TERESITA (LA PUERTA)","0593",12,-100.084444444,26.1452777778,"19","045","0107",85472,85471
"85472","Nuevo Le,"Salinas Victoria","EL TERRERO","0590",12,-100.172222222,26.1872222222,"19","045","0109",85473,85472
"85473","Nuevo Le,"Salinas Victoria","EL TULE","0460",4,-100.225,26.0763888889,"19","045","0111",85474,85473
"85474","Nuevo Le,"Salinas Victoria","LA UNI,"0600",2,-100.502222222,26.2061111111,"19","045","0112",85475,85474
"85475","Nuevo Le,"Salinas Victoria","URRUTIAS","0516",71,-100.399722222,26.1086111111,"19","045","0114",85476,85475
"85476","Nuevo Le,"Salinas Victoria","EL VEINTE (SAN JOEL)","0562",8,-100.113333333,26.1386111111,"19","045","0115",85477,85476
"85477","Nuevo Le,"Salinas Victoria","EL VERGEL","0445",6,-100.275277778,25.9322222222,"19","045","0116",85478,85477
"85478","Nuevo Le,"Salinas Victoria","LOS VILLARREALES","0460",811,-100.323055556,26.0494444444,"19","045","0118",85479,85478
"85479","Nuevo Le,"Salinas Victoria","MILPILLAS","0540",7,-100.375277778,26.3066666667,"19","045","0121",85480,85479
"85480","Nuevo Le,"Salinas Victoria","SANTA CLARA","0487",5,-100.351388889,26.0944444444,"19","045","0142",85481,85480
"85481","Nuevo Le,"Salinas Victoria","EL ATOR,"0489",10,-100.32,26.0863888889,"19","045","0143",85482,85481
"85482","Nuevo Le,"Salinas Victoria","EL LINDERO","0501",1,-100.373333333,26.115,"19","045","0149",85483,85482
"85483","Nuevo Le,"Salinas Victoria","EL AGUAJE","0560",2,-100.248888889,26.1863888889,"19","045","0150",85484,85483
"85484","Nuevo Le,"Salinas Victoria","EL CERRITO","0471",3,-100.287777778,26.0725,"19","045","0151",85485,85484
"85485","Nuevo Le,"Salinas Victoria","LA AGON,"0479",5,-100.296388889,26.0777777778,"19","045","0152",85486,85485
"85486","Nuevo Le,"Salinas Victoria","EL SETENTA (EL CHILARITO)","0550",4,-100.118611111,26.1461111111,"19","045","0155",85487,85486
"85487","Nuevo Le,"Salinas Victoria","EL LANTRISCO","0588",3,-100.195555556,26.1875,"19","045","0157",85488,85487
"85488","Nuevo Le,"Salinas Victoria","EL DIQUE (EL VIEJO)","0600",2,-100.127222222,26.1880555556,"19","045","0158",85489,85488
"85489","Nuevo Le,"Salinas Victoria","LAS ANGUSTIAS","0460",6,-100.322222222,26.0558333333,"19","045","0166",85490,85489
"85490","Nuevo Le,"Salinas Victoria","SANTA M,"0428",7,-100.2675,25.9788888889,"19","045","0173",85491,85490
"85491","Nuevo Le,"Salinas Victoria","SAN PABLO","0435",21,-100.276111111,25.9819444444,"19","045","0174",85492,85491
"85492","Nuevo Le,"Salinas Victoria","BRENDA","0455",36,-100.293888889,25.9763888889,"19","045","0177",85493,85492
"85493","Nuevo Le,"Salinas Victoria","DOS DE MARZO","0458",10,-100.307777778,26.0347222222,"19","045","0178",85494,85493
"85494","Nuevo Le,"Salinas Victoria","LAS LILAS","0459",17,-100.301944444,26.0236111111,"19","045","0181",85495,85494
"85495","Nuevo Le,"Salinas Victoria","PUNTA DE LA LOMA","0477",2,-100.2475,26.0905555556,"19","045","0186",85496,85495
"85496","Nuevo Le,"Salinas Victoria","SAN JUAN","0460",3,-100.314166667,25.9569444444,"19","045","0211",85497,85496
"85497","Nuevo Le,"Salinas Victoria","LOS MORILLOS","0460",1,-100.31,25.9186111111,"19","045","0221",85498,85497
"85498","Nuevo Le,"Salinas Victoria","EL MIRADOR","0438",7,-100.300277778,25.9488888889,"19","045","0226",85499,85498
"85499","Nuevo Le,"Salinas Victoria","SALINAS [AV,"0451",20,-100.304444444,25.9597222222,"19","045","0237",85500,85499
"85500","Nuevo Le,"Salinas Victoria","EL LEAL (PREDIO ALFONSO MART,"0463",206,-100.2925,25.885,"19","045","0239",85501,85500
"85501","Nuevo Le,"Salinas Victoria","CIUDAD SAT,"0440",3375,-100.264444444,25.9144444444,"19","045","0241",85502,85501
"85502","Nuevo Le,"Salinas Victoria","EL COYOTE","0470",6,-100.305,25.8897222222,"19","045","0247",85503,85502
"85503","Nuevo Le,"Salinas Victoria","EL RECODO","0610",3,-100.141111111,26.1963888889,"19","045","0251",85504,85503
"85504","Nuevo Le,"Salinas Victoria","EL ALTO","0600",1,-100.101944444,26.1722222222,"19","045","0254",85505,85504
"85505","Nuevo Le,"Salinas Victoria","LA AMISTAD","0453",1,-100.291388889,25.9197222222,"19","045","0255",85506,85505
"85506","Nuevo Le,"Salinas Victoria","EL ANC,"0459",2,-100.307222222,26.0461111111,"19","045","0256",85507,85506
"85507","Nuevo Le,"Salinas Victoria","EL ,"0480",4,-100.336388889,26.0563888889,"19","045","0257",85508,85507
"85508","Nuevo Le,"Salinas Victoria","EL B,"0500",6,-100.356944444,26.1083333333,"19","045","0260",85509,85508
"85509","Nuevo Le,"Salinas Victoria","LAS CARRETAS (RANCHO TRES)","0440",3,-100.287222222,26.0244444444,"19","045","0261",85510,85509
"85510","Nuevo Le,"Salinas Victoria","EL CENIZO","0500",2,-100.358333333,26.1102777778,"19","045","0262",85511,85510
"85511","Nuevo Le,"Salinas Victoria","DINAST,"0504",2,-100.383611111,26.0994444444,"19","045","0264",85512,85511
"85512","Nuevo Le,"Salinas Victoria","EL C,"0471",9,-100.300555556,26.0705555556,"19","045","0265",85513,85512
"85513","Nuevo Le,"Salinas Victoria","CUATRO DE ABRIL","0446",4,-100.233333333,26.0447222222,"19","045","0267",85514,85513
"85514","Nuevo Le,"Salinas Victoria","SAN JUAN","0464",5,-100.299722222,25.9908333333,"19","045","0269",85515,85514
"85515","Nuevo Le,"Salinas Victoria","DOLORES (LOS MORALES)","0461",8,-100.309444444,26.0533333333,"19","045","0270",85516,85515
"85516","Nuevo Le,"Salinas Victoria","LOS ,"0441",4,-100.306666667,25.9441666667,"19","045","0271",85517,85516
"85517","Nuevo Le,"Salinas Victoria","EL ENCINO","0509",2,-100.338888889,26.0305555556,"19","045","0272",85518,85517
"85518","Nuevo Le,"Salinas Victoria","LA ESTRELLA","0432",1,-100.277222222,26.0077777778,"19","045","0274",85519,85518
"85519","Nuevo Le,"Salinas Victoria","LERMA [FUNDICI,"0443",3,-100.283888889,25.9436111111,"19","045","0276",85520,85519
"85520","Nuevo Le,"Salinas Victoria","GUADALUPE [LIENZO CHARRO]","0466",5,-100.278333333,26.0716666667,"19","045","0277",85521,85520
"85521","Nuevo Le,"Salinas Victoria","LOS GUAJARDO","0458",20,-100.303611111,26.0255555556,"19","045","0278",85522,85521
"85522","Nuevo Le,"Salinas Victoria","HALCONES","0520",6,-100.347777778,26.0436111111,"19","045","0279",85523,85522
"85523","Nuevo Le,"Salinas Victoria","EL HUIZACHE","0467",3,-100.275833333,26.0733333333,"19","045","0281",85524,85523
"85524","Nuevo Le,"Salinas Victoria","SAN MARCOS","0451",10,-100.3125,25.9525,"19","045","0282",85525,85524
"85525","Nuevo Le,"Salinas Victoria","NUEVO MAMULIQUE","0495",263,-100.227777778,26.1369444444,"19","045","0287",85526,85525
"85526","Nuevo Le,"Salinas Victoria","LAS MERCEDES (LOS GARC,"0457",4,-100.306944444,26.0302777778,"19","045","0288",85527,85526
"85527","Nuevo Le,"Salinas Victoria","EL MES,"0609",3,-100.359722222,26.2188888889,"19","045","0289",85528,85527
"85528","Nuevo Le,"Salinas Victoria","LA VICTORIA","0441",32,-100.282777778,25.9958333333,"19","045","0291",85529,85528
"85529","Nuevo Le,"Salinas Victoria","SAN BENITO","0440",2,-100.305277778,25.9452777778,"19","045","0295",85530,85529
"85530","Nuevo Le,"Salinas Victoria","QUINCE DE ABRIL","0446",52,-100.275833333,25.9338888889,"19","045","0299",85531,85530
"85531","Nuevo Le,"Salinas Victoria","RANCHO NUEVO","0464",2,-100.271111111,26.0758333333,"19","045","0303",85532,85531
"85532","Nuevo Le,"Salinas Victoria","EL RINC,"0620",3,-100.105833333,26.1852777778,"19","045","0306",85533,85532
"85533","Nuevo Le,"Salinas Victoria","RUB,"0450",2,-100.305555556,26.0397222222,"19","045","0308",85534,85533
"85534","Nuevo Le,"Salinas Victoria","ROQU,"0460",5,-100.303333333,26.0225,"19","045","0309",85535,85534
"85535","Nuevo Le,"Salinas Victoria","EL CORRALITO","0445",2,-100.260833333,25.8936111111,"19","045","0313",85536,85535
"85536","Nuevo Le,"Salinas Victoria","SAN ISIDRO","0464",6,-100.28,26.0694444444,"19","045","0316",85537,85536
"85537","Nuevo Le,"Salinas Victoria","SAN GER,"0460",4,-100.303055556,26.0172222222,"19","045","0318",85538,85537
"85538","Nuevo Le,"Salinas Victoria","EL MEZQUITE [KIL,"0455",3,-100.305,26.0291666667,"19","045","0322",85539,85538
"85539","Nuevo Le,"Salinas Victoria","ARROYO LA SAND,"0487",7,-100.351666667,26.0688888889,"19","045","0324",85540,85539
"85540","Nuevo Le,"Salinas Victoria","LA SULTANA (VILLA ALEGRE)","0460",3,-100.297222222,25.9794444444,"19","045","0327",85541,85540
"85541","Nuevo Le,"Salinas Victoria","LA VIDRIERA","0454",29,-100.294722222,25.9916666667,"19","045","0332",85542,85541
"85542","Nuevo Le,"Salinas Victoria","CLUB DE LEONES","0441",8,-100.310555556,25.9425,"19","045","0335",85543,85542
"85543","Nuevo Le,"Salinas Victoria","LAS LOMAS (SANTA TERESITA)","0460",4,-100.303888889,25.9275,"19","045","0337",85544,85543
"85544","Nuevo Le,"Salinas Victoria","DON MANUEL","0460",1,-100.313888889,25.9222222222,"19","045","0338",85545,85544
